case_id,week,weight,state,metro,region,division,ownhome,marital,employ,hhnum,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,othtel,sex,ident,l1,l2a,c1,c2,c1a,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,formrot,q1,q2,q3rot,q3,q4rot,q4,q5rot,q5,q5ot,q6rot,q6a,q6b,q6c,q6d,q6e,q6f,partyln,partyst1,partyst2,q7,q8,q9,q10,q11,q12,q13rot,q13,q14rot,q14a,q14b,q14c,q14d,q15,q16,q17rot,q17a,q17c,q17b,q17d,q17e,q17f,q17g,q17h,q18,q19,q20,q20ot,q21,q22rot,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23,q24,q25rot,q25
11000309,843,1.1727,IL,Surburban (Metro),North Central,East North Central,Owned,Married,Full-time,Four,Two,Two,None,None,Yes,53,NA,Two year associate degree from a college or university,Some college,"$50,000 but less than $75,000",White Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,United States,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly approve,NA,NA,1,President Trump could do something to lose my approval,1,Satisfied,                  ,DEF,NA,NA,NA,High but not highest,High but not highest,Lower priority,Republican,NA,NA,Mostly favorable,Misguided but not dangerous,NA,Right direction,Supporter of another Republican candidate,Prefer someone else,republican/democratic,Don't know/Refused,DACB,Somewhat well,Somewhat well,Very well,Somewhat well,Help a lot,Don't feel that way,DBEHAGFC,Don't know/Refused,Favor,Strongly favor,Favor,Favor,Don't know/Refused,Oppose,Strongly favor,Not at all worried,Would not make any difference,Don't know/Refused,                                                  ,Personal or political agenda,GEDFABH,Completely disagree,Completely disagree,Mostly agree,Completely disagree,Mostly agree,Mostly disagree,Completely disagree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
11000310,843,0.3531,CA,Center City (Metro),West,Pacific,Rented,Married,Retired,Two,Two,NA,NA,NA,No,73,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Very conservative,Yes,None,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,3,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly approve,NA,NA,2,There's almost nothing President Trump could do to lose my approval,2,Satisfied,                  ,CBA,High but not highest,Lower priority,Lower priority,NA,NA,NA,Republican,NA,NA,Mostly favorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of Donald Trump,Prefer Trump be the nominee,democratic/republican,The Republican candidate,ACDB,Very well,Very well,Somewhat well,Very well,Help not at all,Don't feel that way,AHCDFEGB,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Favor,Strongly favor,Strongly favor,Not at all worried,Better off,Don't know/Refused,                                                  ,Personal or political agenda,BHDGAFE,Mostly disagree,Don't know/Refused,Don't know/Refused,Mostly disagree,Mostly agree,Completely Agree,Mostly disagree,More trade restrictions,Broader pattern,2,Having a single culture grounded in Christian values
11000311,843,0.572,AL,Non-Metro,South,East South Central,Owned,Married,Full-time,Two,Two,NA,NA,NA,No,61,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,None,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Atheist,              ,NA,                   ,NA,No,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,3,Angry,                  ,BAC,Lower priority,Highest priority,High but not highest,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,republican/democratic,The Democratic candidate,CBDA,Not at all well,Not at all well,Not at all well,Not at all well,Help not at all,Should be impeached,CHDBGAFE,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Very worried,Worse off,Racism,                                                  ,Trying to report news accurately,AGDFHEB,Completely Agree,Completely disagree,Mostly agree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000312,843,0.665,OH,Non-Metro,North Central,East North Central,Rented,Divorced,Disabled/Handicapped,One,One,NA,NA,NA,No,51,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"Less than $15,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Very liberal,No,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Protestant,              ,Methodist,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171026,NOT Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,Refused,Form 2,Most of the time,Strongly approve,NA,NA,2,There's almost nothing President Trump could do to lose my approval,1,Satisfied,                  ,FED,NA,NA,NA,Highest priority,Highest priority,Lower priority,Republican,NA,NA,Very favorable,Pose a serious threat,NA,Right direction,Supporter of Donald Trump,Prefer Trump be the nominee,democratic/republican,The Republican candidate,ADCB,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,EGFHCADB,Strongly favor,Favor,Strongly oppose,Strongly favor,Oppose,Favor,Strongly oppose,Favor,Very worried,Worse off,Southern pride,                                                  ,Personal or political agenda,GFBHADE,Completely disagree,Completely Agree,Completely Agree,Mostly disagree,Completely disagree,Completely Agree,Completely Agree,Don't know/Refused,Don't know/Refused,2,Having a mix of different cultures and values from around the world
11000313,843,1.376,MS,Center City (Metro),South,East South Central,Rented,Separated,Temporarily unemployed,Two,Two,NA,NA,NA,No,53,NA,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Less than high school graduate,"Less than $15,000",Black Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Baptist,              ,NA,                   ,No,NA,NA,NA,17,"No, not covered by health insurance",NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,2,Disappointed,                  ,EDF,NA,NA,NA,Highest priority,High but not highest,Lower priority,NA,NA,Not a strong Democrat,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,DCAB,Not at all well,Not at all well,Not at all well,Not at all well,Help not at all,Should be impeached,DAECHFBG,Favor,Oppose,Oppose,Oppose,Oppose,Oppose,Strongly oppose,Oppose,Very worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,FEBDHAG,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,More trade restrictions,Broader pattern,2,Having a single culture grounded in Christian values
11000314,843,1.4517,TX,Center City (Metro),South,West South Central,Rented,Separated,Retired,Two,Two,NA,NA,NA,No,68,NA,Less than high school (Grades 1-8 or no formal schooling),Less than high school graduate,"Less than $15,000",Black Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,Don't Know,NA,Christian (Just Christian),              ,Baptist,                   ,Yes,NA,NA,NA,17,NA,NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,1,Disappointed,                  ,FDE,NA,NA,NA,Highest priority,Highest priority,Highest priority,Democrat,NA,NA,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,CBDA,Not at all well,Very well,Somewhat well,Not too well,Help not at all,Should be impeached,GDHABFCE,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Oppose,Strongly oppose,Strongly oppose,Very worried,Would not make any difference,Racism,                                                  ,Personal or political agenda,FDGHEBA,Mostly disagree,Don't know/Refused,Mostly agree,Completely disagree,Mostly agree,Mostly agree,Mostly disagree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
11000316,843,1.1343,TX,Center City (Metro),South,West South Central,Rented,Separated,Disabled/Handicapped,Six,Three,Three,None,None,Yes,58,NA,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Less than high school graduate,"$25,000 but less than $30,000",White Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,Another Country,Christian (Just Christian),              ,"Church of Christ, or Disciples of Christ (Christian Church)",                   ,Yes,NA,NA,NA,17,"No, not covered by health insurance",NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat approve,NA,NA,1,President Trump could do something to lose my approval,1,Disappointed,                  ,ACB,High but not highest,High but not highest,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Mostly favorable,Right direction,Pose a serious threat,NA,NA,NA,republican/democratic,The Democratic candidate,ABCD,Somewhat well,Somewhat well,Very well,Somewhat well,Help a little,Should be impeached,ECBHFAGD,Strongly oppose,Oppose,Oppose,Strongly oppose,Oppose,Strongly favor,Strongly oppose,Strongly oppose,Very worried,Worse off,Racism,                                                  ,Trying to report news accurately,FHEBGAD,Completely Agree,Don't know/Refused,Completely Agree,Completely disagree,Completely Agree,Completely disagree,Completely disagree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000317,843,0.4703,WI,Non-Metro,North Central,East North Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,71,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,Yes,None,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Protestant,              ,Lutheran,                   ,No,NA,NA,NA,17,NA,NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,2,Worried,                  ,EDF,NA,NA,NA,Lower priority,High but not highest,Highest priority,NA,NA,Strong Democrat,Very unfavorable,Right direction,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,DBCA,Not too well,Not at all well,Very well,Not at all well,Help not at all,Don't feel that way,DEBCGFAH,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Oppose,Strongly favor,Strongly oppose,Strongly oppose,Not at all worried,Would not make any difference,Racism,                                                  ,Trying to report news accurately,BHADFGE,Completely Agree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,2,Having a single culture grounded in Christian values
11000318,843,0.607,IL,Center City County (Metro),North Central,East North Central,Owned,Refused,Retired,Refused,Refused,NA,NA,NA,No,55,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,Refused,Refused,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,None,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,Don't Know,NA,Christian (Just Christian),              ,Non-denominational or Independent Church,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicare,171026,NOT Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,Refused,Form 1,Always,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,5,Worried,                  ,CBA,Lower priority,Highest priority,High but not highest,NA,NA,NA,Neither,NA,NA,Very unfavorable,Pose a serious threat,Pose a serious threat,NA,NA,NA,democratic/republican,Other/Third Party candidate,ACDB,Not at all well,Not too well,Very well,Not too well,Help not at all,Don't know/Refused,ABEGDCFH,Favor,Don't know/Refused,Don't know/Refused,Strongly oppose,Don't know/Refused,Strongly favor,Strongly oppose,Don't know/Refused,Somewhat worried,Worse off,Don't know/Refused,                                                  ,Personal or political agenda,FEGBHAD,Completely Agree,Mostly agree,Mostly disagree,Mostly disagree,Completely disagree,Mostly disagree,Don't know/Refused,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
11000319,843,0.6616,TX,Center City (Metro),South,West South Central,Owned,Married,Homemaker,Three,Three,NA,NA,NA,No,50,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$250,000 or more",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,One,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Protestant,              ,Methodist,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Somewhat approve,NA,NA,1,President Trump could do something to lose my approval,1,Satisfied,                  ,ACB,Lower priority,Lower priority,High but not highest,NA,NA,NA,NA,Strong Republican,NA,Mostly favorable,Misguided but not dangerous,Right direction,NA,Supporter of another Republican candidate,Prefer someone else,republican/democratic,The Republican candidate,ADCB,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help a lot,Don't feel that way,AGBCDEHF,Favor,Favor,Favor,Favor,Favor,Favor,Oppose,Strongly favor,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,ADEBFGH,Completely disagree,Mostly agree,Completely Agree,Mostly disagree,Completely Agree,Mostly agree,Completely disagree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
